label,backend,threads,sample,N,rows,cols,seed,repeat,success,attempts,collapses,propagations,rules_s,solve_s,total_s
terrain_N2,serial,1,samples/multivalue_terrain.txt,2,128,128,8,1,1,1,12244,150810,0.00607178,14.6792,14.6792
terrain_N2,serial,1,samples/multivalue_terrain.txt,2,128,128,9,2,1,2,12695,160217,0.00607178,15.8187,15.8187
terrain_N2,omp,1,samples/multivalue_terrain.txt,2,256,256,7,0,1,1,48887,605032,0.00607178,241.736,241.736
terrain_N2,omp,1,samples/multivalue_terrain.txt,2,256,256,8,1,1,1,48859,603623,0.00607178,239.704,239.704
terrain_N2,omp,1,samples/multivalue_terrain.txt,2,256,256,9,2,1,1,48953,603342,0.00607178,241.671,241.671
terrain_N2,omp,2,samples/multivalue_terrain.txt,2,256,256,7,0,1,1,48887,603473,0.00607178,127.264,127.264
terrain_N2,omp,2,samples/multivalue_terrain.txt,2,256,256,8,1,1,1,48859,602548,0.00607178,126.528,126.528
terrain_N2,omp,2,samples/multivalue_terrain.txt,2,256,256,9,2,1,1,48953,602185,0.00607178,127.201,127.201
terrain_N2,omp,4,samples/multivalue_terrain.txt,2,256,256,7,0,1,1,48887,603926,0.00607178,67.9368,67.937
terrain_N2,omp,4,samples/multivalue_terrain.txt,2,256,256,8,1,1,1,48859,602798,0.00607178,67.7855,67.7857
terrain_N2,omp,4,samples/multivalue_terrain.txt,2,256,256,9,2,1,1,48953,602473,0.00607178,67.5043,67.5045
terrain_N2,omp,8,samples/multivalue_terrain.txt,2,256,256,7,0,1,1,48887,604925,0.00607178,36.2529,36.2531
terrain_N2,omp,8,samples/multivalue_terrain.txt,2,256,256,8,1,1,1,48859,603532,0.00607178,36.1748,36.175
terrain_N2,omp,8,samples/multivalue_terrain.txt,2,256,256,9,2,1,1,48953,603259,0.00607178,35.4221,35.4223
terrain_N2,omp,16,samples/multivalue_terrain.txt,2,256,256,7,0,1,1,48887,604809,0.00607178,23.2746,23.2748
terrain_N2,omp,16,samples/multivalue_terrain.txt,2,256,256,8,1,1,1,48859,603440,0.00607178,22.9002,22.9005
terrain_N2,omp,16,samples/multivalue_terrain.txt,2,256,256,9,2,1,1,48953,603150,0.00607178,23.1142,23.1145
terrain_N2,omp,32,samples/multivalue_terrain.txt,2,256,256,7,0,1,1,48887,604780,0.00607178,22.6241,22.6244
terrain_N2,omp,32,samples/multivalue_terrain.txt,2,256,256,8,1,1,1,48859,603413,0.00607178,25.308,25.3083
terrain_N2,omp,32,samples/multivalue_terrain.txt,2,256,256,9,2,1,1,48953,603122,0.00607178,24.0422,24.0426
terrain_N2,omp,64,samples/multivalue_terrain.txt,2,256,256,7,0,1,1,48887,604787,0.00607178,74.237,74.2373
terrain_N2,omp,64,samples/multivalue_terrain.txt,2,256,256,8,1,1,1,48859,603400,0.00607178,74.6599,74.6602
terrain_N2,omp,64,samples/multivalue_terrain.txt,2,256,256,9,2,1,1,48953,603115,0.00607178,74.3809,74.3811
terrain_N2,serial,1,samples/multivalue_terrain.txt,2,256,256,7,0,1,1,48887,605032,0.00607178,240.655,240.655
terrain_N2,serial,1,samples/multivalue_terrain.txt,2,256,256,8,1,1,1,48859,603623,0.00607178,238.645,238.645
terrain_N2,serial,1,samples/multivalue_terrain.txt,2,256,256,9,2,1,1,48953,603342,0.00607178,240.622,240.622
smooth_N3,omp,1,samples/multivalue_smooth.txt,3,32,32,1,0,1,1,22,5638,0.00581166,0.00378541,0.0037933
smooth_N3,omp,1,samples/multivalue_smooth.txt,3,32,32,2,1,1,1,17,5259,0.00581166,0.00340228,0.00340321
smooth_N3,omp,1,samples/multivalue_smooth.txt,3,32,32,3,2,1,1,17,6709,0.00581166,0.00329206,0.00329288
smooth_N3,omp,2,samples/multivalue_smooth.txt,3,32,32,1,0,1,1,22,5522,0.00581166,0.00422579,0.00422688
smooth_N3,omp,2,samples/multivalue_smooth.txt,3,32,32,2,1,1,1,17,5130,0.00581166,0.00280428,0.00280761
smooth_N3,omp,2,samples/multivalue_smooth.txt,3,32,32,3,2,1,1,17,5965,0.00581166,0.00251354,0.00251543
smooth_N3,omp,4,samples/multivalue_smooth.txt,3,32,32,1,0,1,1,22,5430,0.00581166,0.00312346,0.00312548
smooth_N3,omp,4,samples/multivalue_smooth.txt,3,32,32,2,1,1,1,17,5063,0.00581166,0.00243412,0.00243677
smooth_N3,omp,4,samples/multivalue_smooth.txt,3,32,32,3,2,1,1,17,5834,0.00581166,0.00228488,0.00228762
smooth_N3,omp,8,samples/multivalue_smooth.txt,3,32,32,1,0,1,1,22,5518,0.00581166,0.00580735,0.00580977
smooth_N3,omp,8,samples/multivalue_smooth.txt,3,32,32,2,1,1,1,17,5114,0.00581166,0.00491385,0.00491698
smooth_N3,omp,8,samples/multivalue_smooth.txt,3,32,32,3,2,1,1,17,6655,0.00581166,0.00499785,0.00500073
smooth_N3,omp,16,samples/multivalue_smooth.txt,3,32,32,1,0,1,1,22,5637,0.00581166,0.0195236,0.0195266
smooth_N3,omp,16,samples/multivalue_smooth.txt,3,32,32,2,1,1,1,17,5259,0.00581166,0.0181029,0.0181096
smooth_N3,omp,16,samples/multivalue_smooth.txt,3,32,32,3,2,1,1,17,6704,0.00581166,0.0179589,0.0179661
smooth_N3,omp,32,samples/multivalue_smooth.txt,3,32,32,1,0,1,1,22,5638,0.00581166,0.0313347,0.0313424
smooth_N3,omp,32,samples/multivalue_smooth.txt,3,32,32,2,1,1,1,17,5259,0.00581166,0.0255019,0.025511
smooth_N3,omp,32,samples/multivalue_smooth.txt,3,32,32,3,2,1,1,17,6709,0.00581166,0.0263574,0.026367
smooth_N3,serial,1,samples/multivalue_smooth.txt,3,32,32,1,0,1,1,22,5638,0.00581166,0.00260804,0.00261777
smooth_N3,serial,1,samples/multivalue_smooth.txt,3,32,32,2,1,1,1,17,5259,0.00581166,0.00240633,0.00240715
smooth_N3,serial,1,samples/multivalue_smooth.txt,3,32,32,3,2,1,1,17,6709,0.00581166,0.00284644,0.00284726
smooth_N3,omp,1,samples/multivalue_smooth.txt,3,64,64,1,0,1,1,38,30951,0.00581166,0.0173385,0.0173616
smooth_N3,omp,1,samples/multivalue_smooth.txt,3,64,64,2,1,1,1,41,31741,0.00581166,0.0184803,0.0184819
smooth_N3,omp,1,samples/multivalue_smooth.txt,3,64,64,3,2,1,1,37,31301,0.00581166,0.0163919,0.0163934
smooth_N3,omp,2,samples/multivalue_smooth.txt,3,64,64,1,0,1,1,38,26297,0.00581166,0.0123588,0.0123601
smooth_N3,omp,2,samples/multivalue_smooth.txt,3,64,64,2,1,1,1,41,27530,0.00581166,0.0132293,0.0132311
smooth_N3,omp,2,samples/multivalue_smooth.txt,3,64,64,3,2,1,1,37,26035,0.00581166,0.0117667,0.0117713
smooth_N3,omp,4,samples/multivalue_smooth.txt,3,64,64,1,0,1,1,38,25525,0.00581166,0.00990182,0.00990655
smooth_N3,omp,4,samples/multivalue_smooth.txt,3,64,64,2,1,1,1,41,26700,0.00581166,0.0104275,0.0104327
smooth_N3,omp,4,samples/multivalue_smooth.txt,3,64,64,3,2,1,1,37,25178,0.00581166,0.00967636,0.00968176
smooth_N3,omp,8,samples/multivalue_smooth.txt,3,64,64,1,0,1,1,38,30646,0.00581166,0.0211136,0.0211189
smooth_N3,omp,8,samples/multivalue_smooth.txt,3,64,64,2,1,1,1,41,31453,0.00581166,0.0224527,0.0224581
smooth_N3,omp,8,samples/multivalue_smooth.txt,3,64,64,3,2,1,1,37,31166,0.00581166,0.0205177,0.0205233
smooth_N3,omp,16,samples/multivalue_smooth.txt,3,64,64,1,0,1,1,38,30935,0.00581166,0.0570364,0.0570421
smooth_N3,omp,16,samples/multivalue_smooth.txt,3,64,64,2,1,1,1,41,31713,0.00581166,0.0595326,0.0595497
smooth_N3,omp,16,samples/multivalue_smooth.txt,3,64,64,3,2,1,1,37,31276,0.00581166,0.0534392,0.0534565
smooth_N3,omp,32,samples/multivalue_smooth.txt,3,64,64,1,0,1,1,38,30938,0.00581166,0.116897,0.116914
smooth_N3,omp,32,samples/multivalue_smooth.txt,3,64,64,2,1,1,1,41,31737,0.00581166,0.126818,0.126836
smooth_N3,omp,32,samples/multivalue_smooth.txt,3,64,64,3,2,1,1,37,31285,0.00581166,0.11609,0.116108
smooth_N3,serial,1,samples/multivalue_smooth.txt,3,64,64,1,0,1,1,38,30951,0.00581166,0.0159947,0.0160124
smooth_N3,serial,1,samples/multivalue_smooth.txt,3,64,64,2,1,1,1,41,31741,0.00581166,0.0165149,0.0165167
smooth_N3,serial,1,samples/multivalue_smooth.txt,3,64,64,3,2,1,1,37,31301,0.00581166,0.015749,0.0157505
smooth_N3,omp,1,samples/multivalue_smooth.txt,3,128,128,1,0,1,1,91,152317,0.00581166,0.102026,0.102101
smooth_N3,omp,1,samples/multivalue_smooth.txt,3,128,128,2,1,1,1,81,150836,0.00581166,0.0969401,0.0969443
smooth_N3,omp,1,samples/multivalue_smooth.txt,3,128,128,3,2,1,1,81,150708,0.00581166,0.0950209,0.0950243
smooth_N3,omp,2,samples/multivalue_smooth.txt,3,128,128,1,0,1,1,91,123297,0.00581166,0.0705621,0.0705656
smooth_N3,omp,2,samples/multivalue_smooth.txt,3,128,128,2,1,1,1,81,118907,0.00581166,0.0661526,0.0661681
smooth_N3,omp,2,samples/multivalue_smooth.txt,3,128,128,3,2,1,1,81,118917,0.00581166,0.0652783,0.0652938
smooth_N3,omp,4,samples/multivalue_smooth.txt,3,128,128,1,0,1,1,91,118801,0.00581166,0.0497297,0.049745
smooth_N3,omp,4,samples/multivalue_smooth.txt,3,128,128,2,1,1,1,81,114788,0.00581166,0.0455286,0.0455467
smooth_N3,omp,4,samples/multivalue_smooth.txt,3,128,128,3,2,1,1,81,113677,0.00581166,0.0452136,0.045232
smooth_N3,omp,8,samples/multivalue_smooth.txt,3,128,128,1,0,1,1,91,151475,0.00581166,0.0975899,0.0976084
smooth_N3,omp,8,samples/multivalue_smooth.txt,3,128,128,2,1,1,1,81,150003,0.00581166,0.0909442,0.0909631
smooth_N3,omp,8,samples/multivalue_smooth.txt,3,128,128,3,2,1,1,81,150211,0.00581166,0.0915603,0.0915795
smooth_N3,omp,16,samples/multivalue_smooth.txt,3,128,128,1,0,1,1,91,152207,0.00581166,0.232144,0.232163
smooth_N3,omp,16,samples/multivalue_smooth.txt,3,128,128,2,1,1,1,81,150726,0.00581166,0.210978,0.211035
smooth_N3,omp,16,samples/multivalue_smooth.txt,3,128,128,3,2,1,1,81,150599,0.00581166,0.211451,0.211508
smooth_N3,omp,32,samples/multivalue_smooth.txt,3,128,128,1,0,1,1,91,152239,0.00581166,0.383831,0.383885
smooth_N3,omp,32,samples/multivalue_smooth.txt,3,128,128,2,1,1,1,81,150752,0.00581166,0.357463,0.357519
smooth_N3,omp,32,samples/multivalue_smooth.txt,3,128,128,3,2,1,1,81,150635,0.00581166,0.357055,0.357109
smooth_N3,serial,1,samples/multivalue_smooth.txt,3,128,128,1,0,1,1,91,152317,0.00581166,0.100377,0.100433
smooth_N3,serial,1,samples/multivalue_smooth.txt,3,128,128,2,1,1,1,81,150836,0.00581166,0.0981196,0.0981242
smooth_N3,serial,1,samples/multivalue_smooth.txt,3,128,128,3,2,1,1,81,150708,0.00581166,0.0961921,0.0961967
binary_L11,omp,16,samples/binary_5x5.txt,2,512,512,42,0,1,1,133056,1023842,0.00575531,188.907,188.908
binary_L11,omp,16,samples/binary_5x5.txt,2,512,512,43,1,1,1,128557,1007004,0.00575531,82.648,82.6492
binary_L11,omp,16,samples/binary_5x5.txt,2,512,512,44,2,1,1,129598,1010912,0.00575531,83.3618,83.3625
binary_L11,omp,32,samples/binary_5x5.txt,2,512,512,42,0,1,1,133056,1023841,0.00575531,71.1421,71.1428
binary_L11,omp,32,samples/binary_5x5.txt,2,512,512,43,1,1,1,128557,1007004,0.00575531,67.0664,67.0671
binary_L11,omp,32,samples/binary_5x5.txt,2,512,512,44,2,1,1,129598,1010914,0.00575531,70.6978,70.6985
binary_L11,omp,64,samples/binary_5x5.txt,2,512,512,42,0,1,1,133056,1023843,0.00575531,186.994,186.994
binary_L11,omp,64,samples/binary_5x5.txt,2,512,512,43,1,1,1,128557,1007001,0.00575531,181.908,181.909
binary_L11,omp,64,samples/binary_5x5.txt,2,512,512,44,2,1,1,129598,1010909,0.00575531,182.516,182.516
