label,backend,threads,sample,N,rows,cols,seed,repeat,success,attempts,collapses,propagations,rules_s,solve_s,total_s
binary_L11_optims,serial,1,samples/binary_5x5.txt,2,256,256,46,4,1,1,33323,256312,0.0062727,63.2863,63.2865
terrain_N2_optims,omp,1,samples/multivalue_terrain.txt,2,64,64,7,0,1,1,3040,37756,0.0056787,0.963306,0.963328
terrain_N2_optims,omp,1,samples/multivalue_terrain.txt,2,64,64,8,1,1,1,3093,37887,0.0056787,0.990494,0.990498
terrain_N2_optims,omp,1,samples/multivalue_terrain.txt,2,64,64,9,2,1,1,3000,37519,0.0056787,0.986134,0.986139
terrain_N2_optims,omp,4,samples/multivalue_terrain.txt,2,64,64,7,0,1,1,3040,37598,0.0056787,0.300373,0.300525
terrain_N2_optims,omp,4,samples/multivalue_terrain.txt,2,64,64,8,1,1,1,3093,37669,0.0056787,0.306118,0.306124
terrain_N2_optims,omp,4,samples/multivalue_terrain.txt,2,64,64,9,2,1,1,3000,37446,0.0056787,0.318051,0.318058
terrain_N2_optims,omp,8,samples/multivalue_terrain.txt,2,64,64,7,0,1,1,3040,37649,0.0056787,0.229189,0.229351
terrain_N2_optims,omp,8,samples/multivalue_terrain.txt,2,64,64,8,1,1,1,3093,37671,0.0056787,0.234004,0.234012
terrain_N2_optims,omp,8,samples/multivalue_terrain.txt,2,64,64,9,2,1,1,3000,37466,0.0056787,0.253858,0.253865
terrain_N2_optims,omp,16,samples/multivalue_terrain.txt,2,64,64,7,0,1,1,3040,37621,0.0056787,0.798104,0.798335
terrain_N2_optims,omp,16,samples/multivalue_terrain.txt,2,64,64,8,1,1,1,3093,37657,0.0056787,0.802689,0.802711
terrain_N2_optims,omp,16,samples/multivalue_terrain.txt,2,64,64,9,2,1,1,3000,37474,0.0056787,0.78602,0.786042
terrain_N2_optims,omp,32,samples/multivalue_terrain.txt,2,64,64,7,0,1,1,3040,37627,0.0056787,1.02288,1.02343
terrain_N2_optims,omp,32,samples/multivalue_terrain.txt,2,64,64,8,1,1,1,3093,37675,0.0056787,1.02933,1.02935
terrain_N2_optims,omp,32,samples/multivalue_terrain.txt,2,64,64,9,2,1,1,3000,37459,0.0056787,1.00348,1.0035
terrain_N2_optims,omp,64,samples/multivalue_terrain.txt,2,64,64,7,0,1,1,3040,37612,0.0056787,2.1738,2.17487
terrain_N2_optims,omp,64,samples/multivalue_terrain.txt,2,64,64,8,1,1,1,3093,37661,0.0056787,2.19933,2.19937
terrain_N2_optims,omp,64,samples/multivalue_terrain.txt,2,64,64,9,2,1,1,3000,37424,0.0056787,2.13555,2.13558
terrain_N2_optims,serial,1,samples/multivalue_terrain.txt,2,64,64,7,0,1,1,3040,37756,0.0056787,0.886269,0.886302
